"Site_Subject_ID","X","Y","Elevation","Gradient","Trees"
32905,455,385,148.24,0.0811559,0
32907,280.9,416.2,,,1
32913,890,205,137.76,0.1699768,0
32914,878.5,273.3,,,1
32917,90,415,149.79,0.0233499,0
32918,10,435,141.95,0.2388163,0
32927,145,125,137.54,0.07030538,0
32928,245,490,149.27,0.05548246,0
32929,280,235,140.52,0.01800318,0
32934,960,265,131.49,0.02227388,0
32935,960,430,138.66,0.08987603,0
32938,935,320,133.73,0.1666606,0
32941,65,195,140.87,0.05869396,0
32944,515,145,147.19,0.04154022,0
32949,575,160,150.21,0.04279675,0
32954,495,40,134.31,0.2108257,0
32955,170,500,148.51,0.02066867,0
32962,204.3,361.1,,,1
32963,580,455,156.34,0.06532166,0
32965,355,215,142.17,0.04906183,0
32970,265,460,149.52,0.04532332,0
32974,390,350,143.29,0.03431821,0
32989,210,420,144.82,0.04721478,0
32991,900,235,136.52,0.1919702,0
32996,290,355,143.53,0.08812765,0
32998,670,305,155.13,0.02845196,0
32999,185.6,160.3,,,1
33001,495,255,145.38,0.1383957,0
33004,40,445,144.34,0.2047439,0
33007,875,250,141.3,0.157928,0
33010,195,495,148.3,0.04171438,0
33011,500,25,132.01,0.1870468,0
33012,95,400,149.93,0.02986908,0
33017,895,120,132.52,0.09213457,0
33019,585,80,145.55,0.1260072,0
33022,295,440,149.48,0.04805768,0
33024,691.2,66.2,,,1
33025,775,175,155.75,0.02636401,0
33034,455,455,149.39,0.1159766,0
33044,1000,375,131.09,0.03515592,0
33054,950,25,123.74,0.09245296,0
33055,883.9,331.2,,,1
33056,545,260,150.01,0.05913755,0
33061,415,490,147.07,0.0988342,0
33062,765,375,156.12,0.03242054,0
33063,450,480,145.92,0.0517862,0
33064,859.5,233.9,,,1
33066,830,40,135.19,0.2415324,0
33089,685,445,157.65,0.03758586,0
33093,900,325,140.61,0.1367557,0
33098,605,410,156.02,0.04297253,0
33099,440,0,127.76,0.1156152,0
33105,215,310,142.14,0.05692543,0
33106,455,95,143.86,0.1033759,0
33111,860,430,148.93,0.2346071,0
33116,385,150,143.82,0.01504203,0
33124,350,405,146.47,0.07229907,0
33127,1000,235,128.07,0.1405346,0
33130,115,140,137.05,0.08043948,0
33131,295,45,141.81,0.1138417,0
33138,460,165,143.66,0.06242332,0
33141,205,480,147.32,0.04262638,0
33144,60,55,129.01,0.07530752,0
33146,725,360,156.38,0.02003325,0
33154,965,290,130.86,0.02152404,0
33155,340,205,142.39,0.04202129,0
33156,725,405,,,0
33157,465,325,144.29,0.1196495,0
33160,135,120,137.03,0.05410208,0
33164,727.8,79.5,,,1
33171,260,40,141.48,0.07817173,0
33174,666.8,5.3,,,1
33177,180,335,144.82,0.0494708,0
33182,490,220,143.16,0.1060494,0
33187,145,365,146.74,0.06588662,0
33189,439.1,339.1,,,0
33192,455,125,144.71,0.01645804,0
33194,95,50,135.32,0.1201698,0
33198,321.6,435.7,,,1
33201,345,75,143.61,0.06644912,0
33203,270,15,137.2,0.1939434,0
33207,530,450,154.04,0.04818762,0
33210,700,360,156.76,0.02001191,0
33229,575,365,153.86,0.05855545,0
33241,90,430,149.4,0.03690271,0
33245,845,425,,,0
33247,43.1,148.3,,,1
33248,230,100,142.11,0.03629371,0
33250,255,220,140.75,0.03655824,0
33264,370,500,151.4,0.0831318,0
33269,975,20,123.15,0.08256667,0
33273,225,145,142.96,0.01884283,0
33281,925,50,127.78,0.07695966,0
33285,965,70,126.63,0.08827512,0
33286,530,265,149.01,0.07024091,0
33289,245,305,141.01,0.03018136,0
33295,690,435,157.53,0.02293842,0
33297,260,460,149.34,0.04740974,0
33300,335,495,152.38,0.04259762,0
33302,840,405,153.54,0.1018023,0
33313,430,450,146.75,0.09166874,0
33319,550,10,134.45,0.1707133,0
33332,395,10,129.01,0.1754469,0
33346,685,285,155.44,0.02641672,0
33353,285,260,140.42,0.002268986,0
33356,155,435,146.6,0.04619965,0
33360,740,20,138.51,0.1208395,0
33364,615,420,156.67,0.04333689,0
33365,65,45,129.25,0.1109694,0
33371,20,140,137.76,0.1125903,0
33374,590,175,151.04,0.04258619,0
33376,765,30,140.26,0.1377008,0
33377,960,235,131.1,0.05713585,0
33380,960,240,131.4,0.05284468,0
33381,890,230,138.67,0.1803195,0
33384,860,300,144.8,0.18471,0
33389,685,430,157.37,0.02044398,0
33406,230,410,145.8,0.08234539,0
33407,840.6,128.7,,,1
33413,800,445,155.45,0.1021739,0
33418,57.2,195.4,,,1
33420,390,75,143.32,0.1081765,0
33423,655,110,150.05,0.1092471,0
33426,625,350,155.47,0.04458966,0
33430,120,300,146.13,0.05881077,0
33443,650,175,152.88,0.03616761,0
33455,290,420,148.43,0.05738203,0
33457,890,30,128.52,0.09334568,0
33458,535,155,148.05,0.05455954,0
33459,30,485,138.48,0.1361917,0
33460,335,245,140.76,0.01872851,0
33461,945,10,123.32,0.09221767,0
33464,33.9,439,,,1
33468,144.7,126.9,,,1
33480,280,395,146.61,0.07945618,0
33491,790,25,138.76,0.1767964,0
33493,195,265,142.37,0.07398114,0
33494,620,455,158.19,0.04658458,0
33496,625,150,151.55,0.04267921,0
33502,325,365,144.98,0.06660112,0
33504,600,425,156.26,0.05164079,0
33509,435,45,134.86,0.2137127,0
33510,695,210,154.86,0.04213099,0
33512,596.9,79.8,,,1
33523,310,185,142.44,0.03498043,0
33524,95,490,145.6,0.1184376,0
33527,255,280,140.47,0.01313448,0
33528,816.6,233.4,,,1
33533,50,145,138.58,0.05537507,0
33534,865,350,147.19,0.1789712,0
33535,109.7,327.8,,,1
33538,265,250,140.38,0.007506756,0
33539,838.6,342,,,1
33543,450,0,127.9,0.1201346,0
33548,0,420,142.26,0.2551989,0
33549,975,225,129.34,0.08313941,0
33551,475,10,129.19,0.135774,0
33553,480,305,144.79,0.1423455,0
33554,785,290,155.1,0.05115338,0
33555,30,225,142.76,0.05098087,0
33557,990,130,124.28,0.09186307,0
33562,490,200,143.45,0.0920846,0
33566,860,200,142.78,0.2298517,0
33567,670,285,155.07,0.03167039,0
33568,915,225,133.67,0.142206,0
33570,810,35,137.37,0.213212,0
33577,305,245,140.61,0.0158643,0
33581,870,150,138.05,0.1890509,0
33583,955,240,131.56,0.04719765,0
33588,895,315,140.4,0.1383873,0
33589,32.5,101.8,,,1
33596,285.3,464.9,,,1
33599,20,310,147.01,0.05151078,0
33606,250,10,137.29,0.196842,0
33607,40,305,146.83,0.05810107,0
33613,669.2,29.3,,,1
33615,281.1,137.4,,,1
33619,920,245,132.52,0.1339841,0
33624,750,310,155.57,0.02133184,0
33626,60,230,143.03,0.05046814,0
33627,95,100,132.82,0.09168306,0
33628,660,420,157.64,0.02365919,0
33629,846,16.1,,,1
33636,425,220,141.04,0.005284233,0
33638,279,419.3,,,1
33639,5,55,128.53,0.1799331,0
33641,610,275,153.1,0.0399256,0
33646,145,335,146.43,0.06199975,0
33647,255,380,144.75,0.08200033,0
33649,105,250,143.55,0.0604488,0
33652,50,50,129.36,0.1010702,0
33654,450,165,143.51,0.05878895,0
33657,836.9,290,,,1
33661,40,45,128.98,0.1245026,0
33664,480,200,142.59,0.07724134,0
33665,230,370,143.42,0.05101521,0
33666,865,55,130,0.1161916,0
33668,555,285,150.54,0.05782107,0
33669,625,185,152.12,0.02772706,0
33670,180,305,144.43,0.04679881,0
33671,510,110,145.82,0.07475429,0
33672,575,100,147.63,0.09821982,0
33673,115,465,148.35,0.03095054,0
33675,805,495,154.87,0.1483202,0
33678,185,435,145.98,0.04125652,0
33684,558.6,22.6,,,1
33685,405,260,141.54,0.01678555,0
33687,280,455,149.87,0.04370856,0
33690,705,490,158.74,0.02057841,0
33692,620,130,150.7,0.05833043,0
33695,665,470,158.97,0.01821188,0
33701,335,285,141.03,0.02466626,0
33705,410,20,130.85,0.2119522,0
33708,880,490,141.92,0.1530883,0
33712,480.3,25.2,,,1
33713,585,495,157.53,0.05862521,0
33715,317,344.6,,,1
33716,115,110,137.14,0.08089564,0
33718,960,270,131.28,0.02307497,0
33719,980,350,132.48,0.0629838,0
33722,335,430,148.85,0.06996785,0
33723,180,225,140.2,0.07007488,0
33728,477.5,353.1,,,1
33734,200,50,140.13,0.03421989,0
33741,955,195,130.93,0.09203283,0
33746,560,490,155.76,0.1115251,0
33748,560,225,150.46,0.05817244,0
33750,660,215,153.66,0.03889508,0
33753,740,170,155.47,0.02531161,0
33758,775,470,156.85,0.05023986,0
33762,185,450,146.54,0.04522234,0
33766,115,120,137.01,0.08514525,0
33767,25,475,136.37,0.1160113,0
33769,370,365,144.51,0.03229571,0
33773,290,15,136.23,0.1969568,0
33774,945,305,131.45,0.09992927,0
33778,415,325,142.68,0.03532997,0
33779,740,150,155.09,0.04911059,0
33781,320.5,396.2,,,1
33786,865,105,134.73,0.1828726,0
33787,885,195,138.21,0.1813398,0
33788,40,385,149.37,0.03612417,0
33792,190,125,141.42,0.05280584,0
33795,950,155,129.61,0.1234174,0
33797,285,125,143.54,0.0126309,0
33802,75,210,141.71,0.06238047,0
33804,33.2,158.9,,,1
33813,235,85,141.75,0.03595405,0
33815,960,455,136.13,0.1128895,0
33817,705,205,155.3,0.03971613,0
33821,690,175,154.14,0.03788246,0
33827,615,145,151.03,0.04476745,0
33835,300,285,140.6,0.01066039,0
33837,830,235,149.56,0.2042236,0
33839,645,295,154.43,0.03055246,0
33849,830,145,145.76,0.2947143,0
33855,120,240,142.39,0.06842515,0
33866,365,475,149.93,0.09171108,0
33868,910,380,141.49,0.1094031,0
33872,215,260,140.61,0.06499883,0
33873,675,260,154.41,0.0408618,0
33874,340,110,144.06,0.005225824,0
33876,820,235,151.85,0.1805257,0
33877,585,325,153.21,0.05175082,0
33879,145,375,146.64,0.06639582,0
33880,820,160,150.75,0.2920333,0
33883,850,165,142.63,0.2561894,0
33884,325,180,142.84,0.03113296,0
33885,220,445,146.65,0.06652235,0
33886,760,305,155.38,0.02444105,0
33900,360,225,141.53,0.04428571,0
33901,185,160,141.15,0.05951206,0
33902,680,170,153.77,0.03586779,0
33905,181,422.8,,,1
33907,945,345,134.88,0.174147,0
33908,255,255,140.31,0.00957327,0
33912,810,165,153.87,0.2146433,0
33915,311.8,355.6,,,1
33918,810,120,150.58,0.2702209,0
33922,800,400,154.21,0.05193509,0
33923,110,120,136.83,0.09744338,0
33925,195,240,141.34,0.08256634,0
33929,266.8,430.6,,,1
33930,985,205,128.57,0.1125479,0
33933,5,285,145.53,0.05880649,0
33939,821.7,288.7,,,1
33940,750,30,139.94,0.12351,0
33941,735,95,147.39,0.1797667,0
33949,310,215,141.38,0.0377327,0
33950,340,250,140.66,0.01052441,0
33952,625,175,152.01,0.03049988,0
33953,715,270,155.99,0.02117201,0
33954,325,210,141.92,0.04169131,0
33955,967.7,377.3,,,1
33957,800,110,152.45,0.2238676,0
33960,950,275,131.03,0.04686523,0
33968,154.5,17.2,,,1
33971,1000,275,130.02,0.07023185,0
33973,870,280,142.71,0.1595416,0
33977,980,175,127.1,0.1174024,0
33978,395,330,142.91,0.03057656,0
33982,10,240,143.54,0.04158725,0
33983,60,330,148.43,0.05525643,0
33986,410,160,143.55,0.039161,0
33988,85,345,149.13,0.04435763,0
33991,90,105,132.57,0.0559298,0
33999,903.8,376.7,,,1
34007,135.9,430.7,,,1
34009,735,220,156.15,0.01448874,0
34010,675,25,139.96,0.1459521,0
34012,415,270,141.59,0.0141022,0
34022,350,290,141.24,0.03258316,0
34024,655,310,154.99,0.03264402,0
34025,320,135,143.74,0.01198435,0
34026,95,415,149.69,0.02743899,0
34027,485,70,140.2,0.1659694,0
34040,797.1,393.8,,,1
34041,550,290,150.26,0.06057128,0
34044,470,280,142.62,0.08442615,0
34047,880,155,136.6,0.1746235,0
34052,870,450,143.74,0.1693916,0
34055,655,195,153.35,0.03461592,0
34071,380,90,144.24,0.03896187,0
34072,995,395,131.05,0.05991444,0
34073,120,350,148.24,0.05294365,0
34074,845,285,147.39,0.1934681,0
34080,170,200,137.39,0.01636271,0
34088,320,390,146.81,0.06708112,0
34094,255,345,142.17,0.05476488,0
34095,435,50,135.83,0.2195076,0
34096,772.3,28.5,,,1
34097,655,20,141.36,0.09979052,0
34102,340,420,148.06,0.07692822,0
34103,70,460,145.64,0.1577604,0
34105,535,240,149.29,0.07770088,0
34109,945,30,124.38,0.09979647,0
34116,310,225,141.05,0.0327612,0
34120,970,50,124.77,0.08856654,0
34122,735.6,116.6,,,1
34125,30,455,140.56,0.2159684,0
34126,677.8,41.6,,,1
34128,375,90,144.06,0.03694499,0
34130,327.5,96.2,,,1
34143,520,235,147.81,0.1046005,0
34149,35,470,139.3,0.1468506,0
34151,985,90,124.41,0.09358652,0
34154,555,345,152.45,0.05263363,0
34160,875,395,148.26,0.1877856,0
34161,540,380,152.65,0.05632105,0
34166,717,113.9,,,1
34169,505,210,145.11,0.1062313,0
34177,297.9,390.2,,,1
34184,285,15,136.44,0.197412,0
34193,170,215,139.66,0.05360298,0
34195,807,228,,,1
34196,80,440,148.72,0.08696833,0
34203,820,500,151.95,0.1887827,0
34205,585,450,156.37,0.06468737,0
34207,35,210,141.91,0.05544828,0
34211,115,370,148.66,0.05714016,0
34212,810,150,152.14,0.2402006,0
34213,900,345,141.15,0.132388,0
34215,305,465,150.77,0.04639515,0
34219,215,400,144.23,0.04990842,0
34222,595,160,151,0.03833918,0
34223,510,480,152.37,0.1273122,0
34226,539.1,210.9,,,0
34227,780,490,156.76,0.06011305,0
34228,1000,200,126.47,0.1345969,0
34231,515,140,147.08,0.03868607,0
34232,845,435,150.91,0.2046132,0
34234,590,325,153.42,0.05089778,0
34235,325,430,149.09,0.06003879,0
34239,737.5,9.3,,,1
34240,85,250,144.01,0.04600705,0
34241,265,75,142.14,0.03041853,0
34243,455,235,141.26,0.02302665,0
34245,160,275,143.5,0.05347269,0
34252,390,410,145.09,0.05046005,0
34253,540.8,42.1,,,1
34261,135,255,143.02,0.07048225,0
34262,770,455,157,0.03560376,0
34264,280,300,140.57,0.01517299,0
34268,555,450.6,,,1
34272,575,330,152.9,0.05147315,0
34276,875,200,140.31,0.1986012,0
34278,805,30,137.51,0.2072732,0
34280,715,280,155.63,0.01363737,0
34284,35,20,127,0.1641241,0
34285,134.1,499.1,,,1
34300,180,365,145.13,0.04724697,0
34302,390,125,144.07,0.007886239,0
34307,255,215,140.94,0.0436257,0
34311,305,475,151.24,0.04610631,0
34312,195,160,141.89,0.05507863,0
34313,74.5,52.4,,,1
34321,265,190,142.8,0.05318063,0
34325,795,280,155.19,0.07461485,0
34334,410,180,142.4,0.05368058,0
34337,25,65,132.82,0.1367911,0
34338,300,70,143.14,0.04200241,0
34341,105,415,149.25,0.04124783,0
34343,945,435,138.56,0.09348581,0
34344,345,170,143.46,0.02257468,0
34345,610,430,156.75,0.05008881,0
34349,978.9,408.3,,,1
34355,920,470,138.04,0.1036286,0
34359,310,230,140.91,0.02964158,0
34360,32.9,15.6,,,1
34365,330,20,135.14,0.2111072,0
34366,75,30,133.85,0.1463561,0
34367,340,360,144.45,0.04533055,0
34370,275,415,147.87,0.06352594,0
34371,220,65,140.89,0.03260705,0
34374,415,100,144.12,0.02736397,0
34377,270,130,143.41,0.01357462,0
34379,270,375,144.58,0.08576144,0
34385,580,315,152.75,0.05560911,0
34389,995,55,123.26,0.0516115,0
34390,450,290,141.34,0.03136415,0
34392,470,300,143.11,0.1143676,0
34406,140,355,147.08,0.06595008,0
34407,5,360,147.52,0.06151178,0
34415,150,490,147.96,0.01582399,0
34418,505,270,146.9,0.1225153,0
34421,450,170,143.02,0.06139297,0
34424,385,425,145.88,0.06751587,0
34428,140,5,136.7,0.05701099,0
34429,655,185,153.18,0.03425837,0
34430,985,40,123.36,0.0750494,0
34431,104,58.5,,,1
34434,810,410,154.89,0.04073952,0
34435,815,70,141.8,0.2247762,0
34438,895,50,129.16,0.07144465,0
34439,285,45,141.53,0.09739887,0
34445,45,225,142.73,0.05165093,0
34446,60,60,131.07,0.0953945,0
34447,845,280,147.39,0.194603,0
34453,580,480,157.16,0.05968511,0
34454,644.2,56.9,,,1
34456,790,110,153.86,0.1513797,0
34457,400,375,143.72,0.0246818,0
34460,335,235,141.08,0.0318182,0
34464,195,460,146.57,0.04469188,0
34470,940,290,131.69,0.1074688,0
34474,75,85,132.52,0.08428613,0
34480,535,325,151.01,0.05933904,0
34485,897,472.5,,,1
34488,485,255,143.28,0.1242806,0
34490,935,145,131.18,0.1015417,0
34491,825,60,139.03,0.2240787,0
34496,810.3,77.5,,,1
34502,250,110,142.78,0.0293277,0
34506,400,125,144.13,0.007980733,0
34510,650,105,149.24,0.1080879,0
34515,615,155,151.32,0.03904181,0
34520,101.6,263.2,,,1
34523,350,85,143.96,0.0385099,0
34524,170,435,146.29,0.04028537,0
34538,135,150,138.22,0.06719544,0
34542,235,155,143.07,0.01867441,0
34543,400,95,144.13,0.03281135,0
34544,760,35,140.77,0.1276431,0
34548,645,0,139.56,0.08850808,0
34565,720,390,157.09,0.03263985,0
34567,45,80,135.04,0.1096402,0
34572,475,405,150.07,0.06703054,0
34578,773.2,272.3,,,1
34585,675,160,153.48,0.03893082,0
34590,155,500,147.93,0.03360604,0
34591,640,25,141.15,0.07894647,0
34592,370.8,103.2,,,1
34593,230,10,137.89,0.1796145,0
34595,680,100,148.08,0.1519212,0
34596,795,380,153.74,0.05289966,0
34601,935,0,123.67,0.08514183,0
34604,280,490,150.9,0.05194257,0
34608,279.7,25.4,,,1
34610,350,115,144.03,0.003787638,0
34612,25.6,466.3,,,1
34621,680,240,154.89,0.043622,0
34623,970,0,121.1,0.1064322,0
34624,720,370,156.54,0.02507309,0
34625,695,275,155.48,0.02580769,0
34636,195,385,144.16,0.04402914,0
34644,420,390,144.12,0.08177198,0
34645,55,150,138.79,0.05579595,0
34651,833.1,216.4,,,1
34654,575,265,151.53,0.04726755,0
34656,335,350,144.03,0.0529138,0
34659,112.9,267.6,,,1
34665,53.9,387.2,,,1
34666,600,110,148.77,0.07785969,0
34668,670,25,140.15,0.1378148,0
34669,800,375,153.63,0.04675236,0
34673,960,310,132.34,0.05516253,0
34680,735,315,155.88,0.01662153,0
34681,80,410,149.83,0.02188835,0
34686,742.9,102.6,,,1
34691,670,430,157.61,0.02962243,0
34692,485,110,145.5,0.082625,0
34699,325,175,142.97,0.02899076,0
34705,65,370,149.84,0.01449201,0
34709,60,125,137.27,0.08182705,0
34716,309.6,470.8,,,1
34719,289.5,364.6,,,1
34722,720,15,137.8,0.0978136,0
34730,220,80,141.22,0.03745732,0
34746,80,90,130.37,0.06194516,0
34748,230,345,142.33,0.03639662,0
34749,435,445,147.73,0.1099953,0
34758,608.2,97.6,,,1
34759,400,420,144.69,0.02978343,0
34762,880,415,146.19,0.1933245,0
34769,435,25,131.04,0.1720723,0
34771,425,210,141.1,0.01457412,0
34781,165,460,147.07,0.04062584,0
34786,25,180,140.32,0.05329468,0
34788,710,455,157.62,0.02905856,0
34799,300,160,143.3,0.02358094,0
34805,549,443.2,,,1
34806,125,480,148.15,0.03969498,0
34809,485,465,150.54,0.1237042,0
34811,350,45,139.34,0.2078792,0
34814,55,255,143.65,0.04289064,0
34821,80,460,146.75,0.1316976,0
34822,450,250,141.32,0.01862316,0
34833,875,275,,,0
34834,660,235,153.8,0.03991224,0
34841,170,155,140.31,0.05319117,0
34843,825,220,150.8,0.2026708,0
34844,900,0,126.71,0.05649049,0
34845,970,310,131.24,0.04883955,0
34847,980,145,125.96,0.102629,0
34849,560,185,149.95,0.05465508,0
34852,405,155,143.72,0.02972443,0
34853,612.9,66.1,,,1
34854,220,360,142.92,0.03232638,0
34855,41.7,210.2,,,1
34860,872.8,482.5,,,1
34866,293.9,463.1,,,1
34868,200,340,143.6,0.0598698,0
34871,830,335,151.87,0.1292822,0
34873,410.9,10.9,,,0
34876,900,50,128.84,0.0737282,0
34881,150,360,146.35,0.06078187,0
34883,866.5,40.4,,,1
34889,150,430,146.75,0.05133339,0
34890,435.8,450.3,,,1
34894,845,125,140.47,0.2453144,0
34895,335,255,140.5,0.006557481,0
34900,825,325,,,0
34902,770,215,156.05,0.00870876,0
34905,400,200,141.69,0.04608633,0
34908,75,125,,,0
34910,350,380,144.98,0.04922607,0
34912,875,375,,,0
34915,200,225,138.87,0.02338877,0
34918,455,425,149.78,0.0847701,0
34919,170,15,138.42,0.05003018,0
34922,260,205,141.28,0.05532927,0
34927,545,40,139.55,0.1754945,0
34928,210,475,147.02,0.04228973,0
34930,330,120,143.92,0.008109097,0
34931,490,435,151.76,0.05152507,0
34945,40,290,146,0.06158248,0
34950,728.6,72.1,,,1
34955,730,165,155.17,0.03115133,0
34957,720,25,138.71,0.09380965,0
34960,485,495,147.12,0.1204499,0
34962,280,105,143.19,0.02734132,0
34964,105,310,146.99,0.05770563,0
34966,940,370,139.63,0.1882059,0
34967,64.3,249.6,,,1
34968,890,400,145.05,0.161771,0
34969,425,485,146.01,0.06416551,0
34978,910.5,338.8,,,1
34994,585,345,153.67,0.05632447,0
34999,430,90,143.89,0.09001793,0
35002,520,285,148.2,0.08449722,0
35006,430,495,146.82,0.0950644,0
35009,800,15,136.14,0.2253131,0
35019,335,45,140.73,0.1856191,0
35021,95,270,144.71,0.05341124,0
35023,470,220,141.98,0.05038153,0
35024,395,75,143.21,0.1141323,0
35028,50,125,137.7,0.05324208,0
35029,570,300,151.65,0.0595982,0
35031,405,350,142.82,0.02726912,0
35032,45,460,142.04,0.196399,0
35033,550,100,146.77,0.09977387,0
35036,50,410,149.3,0.06886817,0
35041,385,25,132.7,0.2380691,0
35042,725,190,155.58,0.02927456,0
35053,240,380,144.35,0.07349525,0
35055,877.7,327.5,,,1
35061,555,335,152.22,0.05226077,0
35063,305,215,141.3,0.03686243,0
35065,350,415,147.15,0.07707199,0
35067,287.1,378.5,,,1
35068,870,185,141.52,0.2174804,0
35070,690,295,155.62,0.02129576,0
35072,632.1,13.7,,,1
35073,723.4,110.2,,,1
35074,785,255,155.81,0.05008781,0
35076,365,425,146.98,0.07747136,0
35079,450,175,142.5,0.061393,0
35081,515,110,145.84,0.07486147,0
35087,510,235,146.81,0.126082,0
35094,358.9,468.6,,,1
35095,665,285,154.93,0.03192981,0
35099,31.2,210.8,,,1
35102,10,200,141.35,0.05163559,0
35107,330,360,144.57,0.05961089,0
35108,260,315,141.02,0.02943162,0
35116,180,210,138.03,0.01641524,0
35117,560,365,153.24,0.05787856,0
35118,870,495,143.08,0.1645735,0
35126,790,295,154.77,0.05787296,0
35134,365,415,146.43,0.0696965,0
35138,565,75,144.56,0.1361899,0
35139,195,480,147.63,0.04768549,0
35140,400,115,144.2,0.003467483,0
35141,310,220,141.21,0.03553347,0
35147,950,360,135.23,0.1957235,0
35148,920,495,136.26,0.1094124,0
35149,315,470,151.17,0.04724382,0
35151,280,230,140.6,0.02223329,0
35156,600,85,146.55,0.1054549,0
